 -2925993, -2529635
 -3690589, -1156937
 -3846330,   406387
 -3367328,  1902615
 -2332970,  3084963
  -913337,  3758061
   656996,  3811185
  2118726,  3235329
  3230995,  2125459
  3809871,   664950
  3760002,  -905104
  3089706, -2326078
  1909742, -3363206
   414315, -3845291
 -1149423, -3693114
 -2523262, -2931461
 -3481038, -1685945
 -3864435,  -162336
 -3609981,  1388193
 -2760182,  2709269
 -1455247,  3583200
    90688,  3866392
  1621290,  3511113
  2883804,  2576599
  3670886,  1216909
  3852138,  -343869
  3397654, -1847687
  2382666, -3046693
   974412, -3742836
  -594839, -3821811
 -2065802, -3269946
 -3195995, -2178414
 -3798703,  -727829
 -3774597,   843268
 -3127902,  2274930
 -1964804,  3331124
  -477496,  3837916
  1088248,  3711241
  2474665,  2971881
  3452822,  1742363
  3860853,   225439
  3631817, -1329033
  2803667, -2663881
  1512748, -3559291
   -27952, -3867560
 -1563569, -3537570
 -2841477, -2623815
 -3650878, -1277038
 -3857557,   280231
 -3427822,  1791297
 -2432357,  3006883
 -1035710,  3726197
   531925,  3830547
  2011890,  3302912
  3159573,  2230207
  3786088,   789501
  3787689,  -781630
  3164153, -2223943
  2018786, -3299006
   540426, -3829870
 -1027443, -3728628
 -2426024, -3012215
 -3424035, -1798913
 -3857050,  -288536
 -3653682,  1269041
 -2847397,  2617523
 -1571288,  3534184
   -35992,  3867258
  1505157,  3562436
  2798083,  2669618
  3629083,  1336257
  3861248,  -217324
  3456294, -1735271
  2480796, -2966986
  1096445, -3709080
  -469246, -3839187
 -1957801, -3335763
 -3122796, -2282013
 -3772694,  -851561
 -3800109,   719319
 -3200556,  2171402
 -2072683,  3265202
  -602763,  3820137
   966411,  3744745
  2376133,  3051285
  3393823,  1854585
  3851501,   351508
  3673370, -1209639
  2889464, -2570763
  1628558, -3508000
    98656, -3866391
 -1447248, -3586723
 -2754407, -2715299
 -3606927, -1395871
 -3864453,   154045
 -3484341,  1678482
 -2529421,  2925805
 -1156937,  3690362
   406538,  3845947
  1902583,  3366892
  3084897,  2332280
  3758171,   912857
  3811295,  -657121
  3235372, -2118782
  2125597, -3231027
   665126, -3810006
  -905130, -3760247
 -2326162, -3090064
 -3363326, -1910054
 -3845543,  -414748
 -3693388,  1148704
 -2931565,  2522752
 -1686008,  3480726
  -162157,  3863939
  1388049,  3609768
  2709310,  2759773
  3583704,  1454414
  3866555,   -90786
  3511379, -1621320
  2576738, -2884264
  1217125, -3671228
  -343704, -3852597
 -1847598, -3398098
 -3046526, -2382903
 -3742896,  -974603
 -3821670,   594714
 -3270034,  2065494
 -2178394,  3195577
  -727430,  3798382
   843254,  3774212
  2274754,  3127696
  3331172,  1964523
  3837996,   477159
  3711314, -1088261
  2971830, -2474711
  1741999, -3453109
   225258, -3861206
 -1329202, -3632236
 -2664142, -2804140
 -3559350, -1513187
 -3867730,    27487
 -3537438,  1563540
 -2623738,  2841537
 -1277021,  3650516
